,QuestionID,Question,DocumentID,DocumentTitle,SentenceID,Sentence,Label
,Q488,how many died in hiroshima and nagasaki,D481,Atomic bombings of Hiroshima and Nagasaki,D481-7,"Within the first two to four months of the bombings, the acute effects killed 90,000–166,000 people in Hiroshima and 60,000–80,000 in Nagasaki, with roughly half of the deaths in each city occurring on the first day.",1
,Q492,how did mohammed gandhi die,D485,Mahatma Gandhi,D485-16,He was assassinated on 30 January 1948 by Nathuram Godse who thought Gandhi was too sympathetic to India's Muslims.,1
,Q495,how many users do twitter have,D488,Twitter,D488-2,"The service rapidly gained worldwide popularity, with over 500 million registered users as of 2012, generating over 340 million tweets daily and handling over 1.6 billion search queries per day.",1
,Q503,what kind of books does debbie macomber writes,D496,Debbie Macomber,D496-0,"Debbie Macomber (born October 22, 1948 in Yakima, Washington ) is a best-selling American author of over 150 romance novels and contemporary women's fiction.",1
,Q504,what county is catonsville md in,D497,"Catonsville, Maryland",D497-0,"Catonsville is a census-designated place (CDP) in Baltimore County , Maryland , United States.",1
,Q512,what does the family leave act,D505,Family and Medical Leave Act of 1993,D505-0,The Family and Medical Leave Act of 1993 (FMLA) is a United States federal law requiring covered employers to provide employees job-protected and unpaid leave for qualified medical and family reasons.,1
,Q512,what does the family leave act,D505,Family and Medical Leave Act of 1993,D505-1,"Qualified medical and family reasons include: personal or family illness, family military leave, pregnancy , adoption , or the foster care placement of a child.",1
,Q513,how did the vietnam war end,D506,Vietnam War,D506-16,"The capture of Saigon by the Vietnam People's Army in April 1975 marked the end of the war, and North and South Vietnam were reunified the following year.",1
,Q515,How is the pothole formed,D507,Pothole,D507-1,"A pothole (sometimes called a kettle and known in parts of the Western United States as a chuckhole) is a type of disruption in the surface of a roadway where a portion of the road material has broken away, leaving a hole.",1
,Q516,how much more time does chemo give to people with renal cancer,D508,Renal cell carcinoma,D508-4,"Where the tumor is confined to the renal parenchyma, the 5-year survival rate is 60-70%, but this is lowered considerably where metastases have spread.",1
,Q517,what does estee lauder do,D509,EstÃ©e Lauder Companies,D509-0,"Estée Lauder Companies, Inc. is a manufacturer and marketer of prestige skincare, makeup, fragrance and hair care products.",1
,Q521,how does a solid state drive work,D513,Solid-state drive,D513-5,It uses an external power supply to make the DRAM non-volatile.,1
,Q521,how does a solid state drive work,D513,Solid-state drive,D513-6,"A solid-state drive (SSD) (also known as a solid-state disk or electronic disk, though it contains no actual ""disk"" of any kind) is a data storage device using integrated circuit assemblies as memory to store data persistently .",1
,Q529,how long did the roman empire last,D521,Roman Empire,D521-1,"The 500-year-old Roman Republic , which preceded it, had been destabilized through a series of civil wars .",1
,Q533,how much does U.S. pay on health care per person,D195,Comparison of the health care systems in Canada and the United States,D195-4,"In 2006, per-capita spending for health care in Canada was US$3,678; in the U.S., US$6,714.",1
,Q534,what creates sonic boom,D525,Sonic boom,D525-8,A sonic boom is the sound associated with the shock waves created by an object traveling through the air faster than the speed of sound.,1
,Q537,how is rfid tag powered,D528,Radio-frequency identification,D528-5,Some tags are powered and read at short ranges (a few meters) via magnetic fields ( electromagnetic induction ).,1
,Q537,how is rfid tag powered,D528,Radio-frequency identification,D528-6,"Others use a local power source such as a battery, or else have no battery but collect energy from the interrogating EM field, and then act as a passive transponder to emit microwaves or UHF radio waves (i.e., electromagnetic radiation at high frequencies).",1
,Q537,how is rfid tag powered,D528,Radio-frequency identification,D528-7,Battery powered tags may operate at hundreds of meters.,1
,Q551,what city is oregon state university in,D542,Oregon State University,D542-0,"Oregon State University (OSU) is a coeducational , public research university located in Corvallis , Oregon , United States .",1
,Q556,how long have kanab ambersnail been endangered?,D547,Kanab ambersnail,D547-3,It has been listed as endangered on the United States Fish and Wildlife Service list of endangered species since 8 August 1991.,1
,Q557,how many spanish speaking people are there in the us,D548,Spanish language in the United States,D548-2,"According to the 2010 American Community Survey conducted by the U.S. Census Bureau , Spanish is the primary language spoken at home by almost 37 million people aged five or older, a figure more than double that of 1990.",1
,Q558,what does (sic) mean?,D549,Sic,D549-0,"is a Latin word that means ""thus"" or, in writing, ""it was thus in the source material"".",1
,Q560,how does sedimentary rock form,D551,Sedimentary rock,D551-1,Sedimentary rocks are types of rock that are formed by the deposition of material at the Earth 's surface and within bodies of water.,1
,Q561,how many bones are in the skeletal system is composed of 306 bones,D552,Human skeleton,D552-1,"Humans are born with over 270 bones, some of which fuse together into a longitudinal axis, the axial skeleton , to which the appendicular skeleton is attached.",1
,Q562,what did st.patrick do,D553,Saint Patrick,D553-10,"He is generally credited with being the first bishop of Armagh , Primate of All Ireland .",1
,Q563,how do you know if something is the golden ratio,D554,Golden ratio,D554-3,"In mathematics and the arts , two quantities are in the golden ratio if the ratio of the sum of the quantities to the larger quantity is equal to the ratio of the larger quantity to the smaller one.",1
,Q564,What county is NOrth Myrtle Beach in SC,D555,"North Myrtle Beach, South Carolina",D555-0,"North Myrtle Beach is a coastal resort city in Horry County , South Carolina , United States .",1
,Q570,How is a computer used?,D561,Computer,D561-0,A computer is a general purpose device that can be programmed to carry out a finite set of arithmetic or logical operations.,1
,Q571,what does barefoot and pregnant mean,D562,Barefoot and pregnant,D562-0,Barefoot and pregnant is a phrase most commonly associated with the controversial idea that women should not work outside the home and should have many children during their reproductive years.,1
,Q572,"what county is oakhurst, nj in",D563,"Oakhurst, New Jersey",D563-0,"Oakhurst is a census-designated place and unincorporated community within Ocean Township , in Monmouth County , New Jersey , United States.",1
,Q574,What did Lawrence Joshua Chamberlain do?,D565,Joshua Chamberlain,D565-0,"Joshua Lawrence Chamberlain (September 8, 1828 – February 24, 1914), born as Lawrence Joshua Chamberlain, was an American college professor from the State of Maine , who volunteered during the American Civil War to join the Union Army .",1
,Q577,what causes a deficiency in adenosine deaminase,D568,Adenosine deaminase deficiency,D568-0,"Adenosine deaminase deficiency, also called ADA deficiency or ADA-SCID, is an autosomal recessive metabolic disorder that causes immunodeficiency .",1
,Q582,how is human height measured,D573,Human height,D573-0,"Human height is the distance from the bottom of the feet to the top of the head in a human body , standing erect.",1
,Q587,what does a timing belt do,D577,Timing belt,D577-2,"Timing belt (camshaft) , a toothed belt used to drive the camshaft(s) within an internal combustion engine",1
,Q598,what countries legalize marijuana,D587,Legality of cannabis,D587-3,"Furthermore, possession is legal or effectively legal in the Netherlands , North Korea and would be in the U.S. states of Colorado and Washington if it were not for federal law, which governs persons in all states.",1
,Q603,how many albums has dmx sold to this date,D592,DMX (rapper),D592-6,"DMX has sold over 30 million records worldwide, making him one of the best-selling hip-hop artists of all time.",1
,Q610,what do mucous membranes secrete,D599,Mucous membrane,D599-3,"The sticky, thick fluid secreted by the mucous membranes and glands is termed mucus .",1
